masterid,x,y,lon,lat
"17751",998059.683227554,164828.861389175,-73.95025641287,40.6190828014763
"17752",998326.346191406,164867.257019073,-73.9492957916336,40.6191877698249
"17753",998583.583190963,164905.11120607,-73.9483691217043,40.6192912592517
"17754",998709.563781783,164033.899230987,-73.9479171940693,40.6168997589811
"17755",998840.482238814,164942.371582031,-73.9474436675196,40.6193931118765
"17756",998965.941223189,164071.169433624,-73.9469936511391,40.6170016358316
"17757",998200.053833038,165738.351013198,-73.9497489074518,40.6215789407653
"17758",998457.933837906,165775.992004409,-73.9488198892298,40.6216818476097
"17759",998714.560607925,165813.091613784,-73.9478953837375,40.6217832630117
"17760",998971.850036621,165850.555603042,-73.9469684875918,40.6218856700234
"17761",998073.731811538,166609.842041016,-73.9502021617802,40.6239711991426
"17762",998331.41821292,166646.856384292,-73.9492738096935,40.6240723899145
"17763",998588.84564212,166684.212036148,-73.9483463869765,40.6241745104284
"17764",998845.879211426,166721.32800293,-73.9474203807649,40.6242759662234
"17765",998205.65423584,167517.901184082,-73.9497250545061,40.6264634238562
"17766",998462.559814483,167554.53503418,-73.9487994807322,40.6265635676277
"17767",998719.632812515,167592.015197769,-73.9478732992401,40.6266660266256
"17768",998996.889404327,167631.3984375,-73.9468743994673,40.6267736681287
"17769",998079.824401855,168388.332641602,-73.950176570165,40.6288527720285
"17771",998336.359191909,168425.638793975,-73.9492522983362,40.6289547653268
"17773",998594.049011275,168462.912414566,-73.9483238626226,40.6290566600307
"17775",998870.807006851,168503.11901857,-73.9473267222662,40.6291665662048
"17776",998240.877197281,169713.907226562,-73.9495936122781,40.6324909407203
"17777",998472.307189971,169542.638000488,-73.9487601765152,40.6320204744843
"17778",998569.147399887,169647.795227051,-73.9484110596408,40.632308952747
"17779",996289.191040069,169020.446411133,-73.9566263907245,40.6305904052682
"17780",998766.574829116,169857.689819351,-73.9476993179235,40.6328847474969
"17782",998810.268981948,169382.644836456,-73.9475429204887,40.6315807781172
"17783",999227.745239303,160457.505432144,-73.9460586569808,40.6070824354773
"17784",999484.992004424,160494.401794448,-73.9451321170514,40.6071832698886
"17785",999742.448791534,160531.439025879,-73.944204817618,40.6072844831194
"17786",999098.027587935,161352.726806641,-73.946523858041,40.6095398525722
"17787",999355.097412124,161390.495605499,-73.9455979200217,40.6096430856691
"17788",999612.143981919,161427.201599121,-73.9446720653089,40.6097433941644
"17790",999898.423034683,161469.435791031,-73.9436409118548,40.6098588173914
"17792",999924.623840377,161282.822021499,-73.9435469806605,40.6093465546936
"17793",999974.702392578,161665.97082521,-73.9433657278847,40.6103981305455
"17794",999242.689392075,162171.065002456,-73.946001032378,40.6117857787105
"17795",999499.591796905,162208.226989761,-73.9450756667616,40.6118873422877
"17797",999782.783386245,162246.842407241,-73.9440556093215,40.6119928417345
"17798",999712.134216323,162763.738403335,-73.9443088826051,40.6134117379853
"17799",999867.986633286,162594.968383789,-73.9437479278863,40.6129482258453
"17800",999083.031005889,163265.166992188,-73.9465736682813,40.6147891311377
"17801",999315.212219253,163474.533386245,-73.9457369197797,40.6153634067572
"17803",999638.29882811,163270.846191436,-73.9445736652434,40.6148037724045
"17807",999098.624816895,164979.290832549,-73.9465137319387,40.6194940186476
"17808",999223.181640685,164108.525024444,-73.9460669967844,40.6171037381756
"17809",999500.940185547,164148.390441895,-73.9450664280812,40.6172126867067
"17810",999778.075439453,164189.446594238,-73.9440680984575,40.6173248959396
"17811",999944.213623077,164211.451232925,-73.9434696201552,40.6173850013674
"17812",999249.428222686,165890.489807144,-73.9459684982182,40.6219948154571
"17813",999375.408996612,165020.117614746,-73.9455166357481,40.6196056114493
"17814",999526.504394576,165930.627624527,-73.9449703134901,40.6221045119327
"17815",999652.527832076,165059.651611343,-73.9445183337052,40.6197136465927
"17816",999783.528198272,165968.252197266,-73.9440443648738,40.6222073365907
"17817",999909.879638672,165097.141784668,-73.9435912363655,40.6198160981579
"17818",999122.817626968,166761.426391646,-73.9464226606431,40.6243855672867
"17819",999399.897033706,166801.688781768,-73.945424428974,40.6244956095985
"17820",999657.432617232,166839.0508423,-73.9444966048604,40.6245977164572
"17821",999914.348205596,166876.212829605,-73.943571011832,40.6246992677642
"17822",999273.893432617,167672.615417495,-73.9458764022509,40.6268863346108
"17823",999531.100830093,167709.410034195,-73.9449497291703,40.6269868881436
"17824",999788.679199234,167746.768798858,-73.9440217155691,40.6270889820227
"17825",999148.496582046,168543.391235366,-73.9463262223446,40.6292766422562
"17826",999114.067626953,168785.779235855,-73.9464497232871,40.6299420038978
"17828",999405.421997115,168580.408996597,-73.9454005321307,40.6293778123559
"17829",999371.977233887,168823.252807632,-73.9455204772909,40.630044424408
"17830",999569.677001983,168853.521789551,-73.9448081613677,40.6301271666636
"17833",999664.289611816,168617.820190445,-73.9444678411649,40.6294800515114
"17834",999979.751586929,168345.051818877,-73.9433319808034,40.6287308054501
"17835",999958.183410645,168647.147583023,-73.9434089792145,40.6295600327346
"17839",999105.376586944,169429.23260501,-73.9464796178492,40.6317081616783
"17840",999374.450988784,169095.427612305,-73.9455109552199,40.6307914823989
"17841",999344.641418487,169454.616394058,-73.9456175471168,40.6317774303125
"17843",999619.053405777,169476.758789077,-73.9446288549195,40.6318377346327
"17844",999887.973632842,169499.40643312,-73.9436599453193,40.6318994269488
"17848",990047.481811568,170785.135437042,-73.9791118873773,40.6354403864396
"17850",990086.221801758,170069.700439483,-73.9789729273849,40.6334766439343
"17851",990105.329406768,170389.174987793,-73.9789038082166,40.6343535211345
"17852",990350.082824722,170826.129394546,-73.978021590101,40.6355527029056
"17853",990664.527832031,170870.716003463,-73.9768886121248,40.6356748615261
"17854",990791.098999009,170001.560791045,-73.9764334217984,40.6332891225909
"17855",990921.663024917,170908.658813491,-73.9759621228058,40.6357788165194
"17856",990179.932189956,171685.27142334,-73.9786338825311,40.6379109801978
"17857",990538.399414107,171742.223388687,-73.977342237536,40.6380670539378
"17858",990795.101196289,171778.994628921,-73.9764172784731,40.6381677971704
"17859",990059.624023497,172562.064636245,-73.9790666094817,40.6403176697871
"17860",990411.51959233,172612.188781768,-73.9777986043641,40.640455012018
"17861",990669.524414092,172649.098205566,-73.9768689175944,40.6405561372349
"17862",990926.423400864,172686.643981963,-73.9759432119712,40.6406590024195
"17863",990072.652221709,173529.086608917,-73.9790188313576,40.6429719290023
"17864",990286.313232452,173483.233642578,-73.9782489728011,40.6428459294249
"17865",990264.640014678,173637.160400406,-73.978326932036,40.643268440017
"17866",990543.734008789,173520.622009277,-73.9773213574851,40.6429483732663
"17867",990507.149414077,173771.294006377,-73.9774529527583,40.6436364398919
"17868",990750.318237334,173905.221008316,-73.9765765878547,40.6440038655421
"17869",990800.518188477,173557.971008316,-73.9763960332548,40.6430507020391
"17870",990160.352233887,174354.977233902,-73.978702092237,40.6452387628019
"17871",990417.900390655,174392.472412139,-73.9777739852375,40.6453415033568
"17872",990674.967407256,174429.160217315,-73.976847609939,40.6454420207046
"17873",990994.894409195,174039.623596206,-73.9756951415206,40.644372588808
"17874",990932.601440474,174466.483032227,-73.9759191879712,40.6455442731259
"17875",990044.683227569,175152.570800781,-73.9791182194302,40.6474280612564
"17876",990008.075622573,175405.463989288,-73.9792499230943,40.6481222221855
"17877",990252.799621582,175532.123840362,-73.9783679112966,40.6484697135367
"17878",990302.048217773,175188.312194839,-73.978190744253,40.6475259915115
"17879",990497.188781783,175656.903808624,-73.9774870987064,40.6488120384754
"17880",990559.455810562,175225.300231948,-73.9772631116637,40.6476273360207
"17882",990816.897216827,175261.366027832,-73.9763353553031,40.647726141669
"17884",990156.260986313,176196.059387222,-73.9787152229761,40.6502921374504
"17885",990045.1915894,176956.093994156,-73.9791148379372,40.6523783404415
"17886",990401.076782241,176321.79083252,-73.9778328497375,40.6506370762798
"17888",990639.971618682,176441.542236328,-73.9769718110071,40.6509655986872
"17890",990965.507629424,176613.316406265,-73.9757984728878,40.6514368405281
"17893",990173.095031753,177425.712402359,-73.9786534771528,40.6536672559071
"17896",990224.426818892,177924.681213379,-73.978468038077,40.6550367817602
"17897",990290.594787613,177081.038024917,-73.9782303229411,40.6527211205731
"17898",990343.481811538,177819.195983902,-73.9780390566675,40.6547471667524
"17900",990466.381835952,177575.928588867,-73.9775963485272,40.654079365502
"17902",990633.307189986,177266.067199722,-73.9769950479227,40.6532287448902
"17903",990610.397216797,177952.850402832,-73.9770769660097,40.6551138312021
"17904",990791.545227036,177741.997985855,-73.9764243085083,40.6545349554676
"17905",990886.807434097,177086.379211441,-73.9760816292509,40.652735354198
"17906",990846.236633301,177365.591186523,-73.9762275691533,40.6535017604639
"17907",990389.447814971,178132.386413604,-73.9778731098175,40.6556067742016
"17908",990549.31658937,178327.648986831,-73.9772967520478,40.6561426149107
"17909",990750.849792525,178024.661438003,-73.9765707021414,40.6553108347816
"17910",990726.869995162,178607.934387222,-73.9766565660046,40.6569118087931
"17912",990866.22680667,178827.602600113,-73.976154091464,40.6575146467981
"17913",990948.929992706,178466.891418472,-73.9758563746808,40.6565245115678
"17914",990070.382019058,179023.356811553,-73.9790222705514,40.6580525079984
"17915",990211.19519043,179243.172607437,-73.9785145596301,40.6586557603609
"17916",990349.83020021,179462.270019561,-73.9780146908135,40.6592570401357
"17917",990489.324584961,179682.984802261,-73.9775117140598,40.6598627564166
"17918",991047.348388702,170036.806823745,-73.9755101590263,40.6333856725418
"17919",991179.257629409,170945.309021026,-73.9750339766737,40.6358792157684
"17920",991304.798828125,170074.270629883,-73.9745825640538,40.6334883014392
"17921",991436.596435532,170982.543212935,-73.9741067487665,40.6359812106448
"17922",991562.518005356,170111.708190933,-73.9736539980313,40.6335908505931
"17924",991052.971801803,171816.419433624,-73.975488104553,40.6382703259588
"17925",991310.087402374,171854.017822266,-73.9745616479704,40.6383733242905
"17927",991691.959838867,171908.822204605,-73.9731856548583,40.6385234379894
"17929",991817.422424346,171038.379638687,-73.9727345731495,40.6361341525732
"17932",991183.998413086,172724.222595215,-73.9750150675714,40.6407619497519
"17934",991565.382995665,172780.035827652,-73.973640782993,40.640914838317
"17937",991946.313232467,172833.856994644,-73.9722681315186,40.641062243058
"17938",991058.441040054,173595.178833008,-73.9754666032622,40.6431526349968
"17940",991438.771606475,173650.789001495,-73.9740960687242,40.6433049724061
"17942",991820.722839385,173705.956237808,-73.9727196885228,40.6434560763402
"17944",991235.563232422,174509.976989761,-73.9748274175558,40.6456634208683
"17946",991347.679199204,174236.634216323,-73.9744236935967,40.6449130647925
"17947",991646.04479982,174921.577209473,-73.9733477898481,40.6467928412522
"17948",991714.581420928,174432.719787613,-73.9731013538834,40.6454509757402
"17950",990961.126403809,175835.977600127,-73.9758150355106,40.6493032177642
"17955",991111.928405792,175299.50604248,-73.975272134355,40.6478306040675
"17956",991270.819213882,175356.385986328,-73.9746994911637,40.6479866026564
"17957",991223.515991226,175681.565795913,-73.9748696187844,40.6488791881298
"17958",991557.143981978,175504.863403335,-73.9736675188355,40.6483939093771
"17959",991602.616394058,175214.060241714,-73.9735039685981,40.6475956800539
"17960",991644.335388198,175901.407836914,-73.9733528757426,40.6494822654629
"17963",991873.783813477,175038.040222168,-73.9725269834134,40.6471123139125
"17964",991787.861999527,175624.945190459,-73.9728359548154,40.6487233144777
"17965",991759.377807662,175248.354614258,-73.9729390219774,40.647689679146
"17966",991026.007202163,176196.210022017,-73.9755808619462,40.6502919281317
"17968",991219.437988311,176739.247436553,-73.9748832217485,40.6517822975837
"17970",991464.499816954,176865.169006363,-73.9739999221181,40.6521277286049
"17976",991843.452392593,176404.149597183,-73.9726347476048,40.6508620138571
"17981",991149.074035645,177219.220031738,-73.9751363115811,40.6530997728311
"17982",991394.539428741,177345.069641143,-73.9742515414739,40.6534450079029
"17983",991667.790039092,177783.894226089,-73.9732662813325,40.6546492608297
"17984",991727.596435547,177515.49243167,-73.9730510366585,40.6539125062695
"17985",991829.892822295,177051.651611358,-73.9726828858362,40.6526392774851
"17986",991254.293640122,178282.160827637,-73.9747560049524,40.6560172303077
"17987",991380.533386275,178045.438781738,-73.974301277843,40.6553673793803
"17988",991451.543823257,178766.782592788,-73.9740445831394,40.6573472525433
"17989",991587.586791992,178146.258789077,-73.9735549395919,40.6556439390756
"17990",991521.757019028,178418.896240249,-73.9737918996638,40.6563923234442
"17993",991005.304626495,179046.739440918,-73.9756526139125,40.6581160242793
"17995",991142.64678961,179267.841186523,-73.9751573809999,40.6587227941151
"17999",992333.645019546,170158.827636734,-73.9708756766464,40.6337195133145
"18000",992613.080200195,170332.036010757,-73.9698686933959,40.6341946740958
"18001",992745.946594253,170084.794616699,-73.9693903009334,40.6335159225353
"18002",992854.352600098,170482.498229995,-73.9689992222992,40.6346074298278
"18003",992072.877807632,171963.77142337,-73.9718130944662,40.6386739336086
"18004",992198.514038101,171093.569824219,-73.9713614349555,40.6362853040943
"18005",992495.770813003,171137.765991211,-73.9702903622892,40.6364063414184
"18006",992754.070800826,171173.999389663,-73.9693596579129,40.6365055501494
"18007",992244.809997544,172877.732788086,-73.9711925161763,40.641182408288
"18008",992370.544616714,172007.967590347,-73.9707405068671,40.638794974732
"18009",992501.679382339,172914.533996597,-73.9702669006912,40.6412831841186
"18010",992627.702819809,172044.562011734,-73.9698138834173,40.6388951790912
"18011",992742.522216827,172950.780639663,-73.9693990313159,40.6413824457161
"18013",992911.544189453,172176.093811035,-73.9687909917337,40.639255932719
"18014",992118.18939209,173748.669433594,-73.9716477490299,40.6435730555969
"18015",992376.624023438,173786.832031265,-73.9707164592079,40.6436775703489
"18016",992550.751037598,173811.763183624,-73.9700889779307,40.6437458395073
"18017",992662.725830108,173305.448608398,-73.9696861180756,40.6423560092698
"18018",992607.545410186,173551.091003463,-73.9698846473776,40.643030297067
"18019",992718.713195801,173062.785034209,-73.9694846813792,40.6416898965317
"18020",992968.407592773,173603.731994629,-73.9685842584499,40.6431744373861
"18021",992930.632019058,173866.333190933,-73.9687200403154,40.6438952582388
"18022",992076.303039566,174041.241027847,-73.9717983429808,40.6443761387172
"18023",992035.013793945,174328.346801773,-73.9719467951965,40.645164218546
"18024",991996.372192368,174582.673583999,-73.972085747694,40.645862324546
"18025",992361.536010757,174673.358032256,-73.9707697614925,40.6461109068409
"18026",992341.696228027,174770.868835464,-73.9708411379566,40.6463785710727
"18027",992487.437438995,174100.325622573,-73.9703167705149,40.6445379403416
"18028",992423.854797408,174384.01580812,-73.9705455439066,40.6453166676191
"18029",992485.344238341,174850.645629898,-73.9703233972801,40.6465974087157
"18030",992767.263000488,174994.306640625,-73.969307303234,40.6469914604775
"18031",992888.752197266,174158.317626998,-73.9688705769742,40.6446967335347
"18032",992846.307983413,174446.302429214,-73.9690231561363,40.6454872309783
"18033",992803.870422378,174734.284240738,-73.9691757149439,40.6462777199345
"18034",992187.408386245,175455.467224121,-73.9713963168819,40.6482577851091
"18035",992142.11322023,175661.313232452,-73.9715593041878,40.6488228282553
"18036",992239.07843022,175223.17761232,-73.9712103909895,40.6476201539818
"18037",992380.948791549,175544.541992202,-73.97069875667,40.64850210046
"18038",992665.891784683,175688.852417022,-73.969671736634,40.6488979350811
"18039",992909.503417999,175816.572021484,-73.9687936719822,40.6492482628236
"18040",992044.958007812,176108.887817398,-73.9719089037782,40.6500514093821
"18047",991994.784423828,178000.100585952,-73.9720875452086,40.6552424200298
"18058",993296.559814453,170432.494995132,-73.9674060531018,40.6344697409875
"18060",993357.934387237,170153.456787139,-73.9671853026321,40.6337037774979
"18061",993375.191406295,170791.319824219,-73.9671222652971,40.6354545581558
"18062",993616.007995635,170941.604797378,-73.9662544033234,40.6358668070425
"18063",993700.49603276,170358.397399917,-73.9659508109042,40.634265937087
"18064",993941.401000977,170510.687194839,-73.9650826358503,40.634683679898
"18065",993069.319396958,171462.42401126,-73.9682234338542,40.6372969059396
"18066",993235.031005919,170712.596191421,-73.9676273629277,40.6352386218229
"18067",993261.172607422,171578.381835952,-73.967532019794,40.6376149923106
"18068",993502.307434082,171730.192626953,-73.9666629835202,40.6380314319042
"18069",993743.989990219,171879.441040054,-73.9657919664672,40.6384408311445
"18070",993858.159606978,171091.936035171,-73.9653817204661,40.6362791748989
"18071",993154.171630889,172319.669616714,-73.9679165746373,40.6396497769806
"18072",993396.251220748,172462.189025894,-73.9670441226761,40.6400407155596
"18073",993637.687622055,172604.567382842,-73.9661739782461,40.640431261026
"18074",993879.97064209,172747.55261232,-73.9653007721826,40.6408234647056
"18075",993984.412597656,172028.814025894,-73.964925478327,40.6388505670789
"18076",993039.598388702,173109.874816909,-73.9683283743483,40.6418188352382
"18077",993004.42779544,173357.246398941,-73.9684547838072,40.64249785191
"18078",993187.924804717,173903.662597686,-73.9677928570702,40.6439974635005
"18079",993296.874816895,173146.961425781,-73.9674012786225,40.6419203709545
"18080",993444.506408721,173940.434997588,-73.9668682344374,40.6440981331603
"18081",993701.906616211,173977.963806152,-73.9659406581698,40.6442008706899
"18082",993061.492614746,174775.067016631,-73.9682473077438,40.6463894072668
"18083",993315.046997115,174813.162414566,-73.9673335596444,40.6464937149961
"18084",993577.447998062,174851.113586426,-73.9663879295205,40.6465976102818
"18085",993832.893981948,174890.760192886,-73.9654673569396,40.6467061589204
"18086",993959.668640181,174014.96478273,-73.9650117760212,40.6443021515549
"18087",993011.393005416,175119.703430191,-73.9684273967688,40.647335409376
"18088",993154.811401367,175944.580200195,-73.9679094845454,40.6495993742165
"18089",993255.975830123,175246.399230957,-73.9675458477052,40.6476829165729
"18090",993500.348815933,175372.534240738,-73.9666650464122,40.6480288779684
"18091",993744.728210464,175498.92181398,-73.9657842125345,40.6483755258297
"18092",993989.051818863,175624.87298587,-73.9649035711695,40.6487209691654
"18093",993399.34161377,176071.420593277,-73.9670280922758,40.6499472742836
"18094",993644.331420913,176199.176208511,-73.966145033268,40.6502976791805
"18095",993889.084838912,176324.881408691,-73.9652628198103,40.6506424495974
"18096",993894.970642105,176725.497436538,-73.965241035769,40.6517420469732
"18107",993625.00402835,177252.704223663,-73.9662132202525,40.653189404547
"18109",993753.297607452,177001.303833008,-73.9657512145341,40.6524992285804
"18121",994181.968017578,170662.47479248,-73.9642156682871,40.6351000380892
"18122",994258.103027344,170131.964233428,-73.9639421448808,40.6336438136909
"18123",994491.432617202,170278.889831543,-73.9631012667294,40.6340468265451
"18124",994422.544982925,170814.876220718,-73.9633486531354,40.6355180745474
"18131",994663.410583511,170966.184814483,-73.9624805888578,40.635933104512
"18132",994741.55682376,170437.199829116,-73.9621998512434,40.6344810611117
"18133",994989.069397002,170592.731018081,-73.9613078379919,40.6349076645194
"18134",994099.294433638,171240.82019043,-73.9645126924416,40.6366875653114
"18135",994339.897583038,171390.23260501,-73.9636455686514,40.6370973997025
"18137",994579.818420425,171541.964599609,-73.96278088908,40.6375135950838
"18138",994830.595397964,171693.736022964,-73.9618770829341,40.6379298792059
"18139",994912.596435592,171124.754211456,-73.9615825243463,40.6363680472494
"18140",994121.620422408,172889.790039077,-73.9644298386849,40.6412136098854
"18141",994225.557190001,172179.236816421,-73.9640563765602,40.6392631771416
"18144",994467.085632369,172328.216186523,-73.9631858831461,40.6396718182943
"18145",994717.990600586,172484.803833023,-73.9622815816443,40.64010132485
"18146",994966.648193359,172639.31463626,-73.9613853696275,40.6405251265041
"18147",994363.837829635,173034.277832046,-73.9635568463018,40.641609924576
"18148",994614.867431626,173182.58782959,-73.9626520845436,40.6420167134437
"18149",994866.477783218,173331.20300293,-73.9617452186356,40.6424243321204
"18151",994089.950622588,174924.55279541,-73.9645409857773,40.6467986304251
"18153",994216.127990738,174053.055236831,-73.9640875835574,40.6444064167629
"18155",994359.687622085,174963.233825698,-73.9635689100204,40.6469044976773
"18156",994483.381408721,174091.624816909,-73.9631244915698,40.6445119771744
"18157",994750.575805709,174130.07623291,-73.9621616093986,40.6446172052541
"18158",994244.199035689,175757.490783706,-73.9639839057858,40.6490846919774
"18160",994496.458801314,175886.880188033,-73.9630746408424,40.6494395495225
"18161",994551.68182376,175508.980834991,-73.9628762097565,40.6484022337437
"18162",994624.539428696,175001.49822998,-73.9626144360394,40.6470092188875
"18164",994743.066040069,176014.225830093,-73.962185739631,40.6497887968807
"18165",994885.887207061,175039.870788589,-73.9616725859836,40.6471142332441
"18166",994812.980590835,175548.747802749,-73.9619345148849,40.6485110776367
"18167",994057.880432189,176414.310424849,-73.9646543869675,40.6508877274539
"18168",994140.915039048,176457.197387725,-73.9643550842167,40.6510053504814
"18169",994394.165832534,176587.948425308,-73.963442221535,40.6513639471355
"18170",994394.526611373,176983.84979248,-73.9634403258787,40.6524506096919
"18173",994511.193237349,176649.247436538,-73.9630203822694,40.6515320647413
"18174",994615.566223159,176346.291992188,-73.9626447051881,40.650700396447
"18176",994958.666015625,176881.806030303,-73.961407396463,40.6521698575921
"18177",994198.30279541,177546.422790557,-73.9641466633954,40.6539949723507
"18178",994291.367431656,177279.994201675,-73.9638116584068,40.6532635790413
"18180",994860.257019058,177574.300415054,-73.9617609598758,40.6540707219328
"18181",994826.858398467,177869.562438995,-73.9618808643982,40.6548811915499
"18183",994905.975830123,177247.257995635,-73.9615967074367,40.6531730070533
"18193",994263.855041534,179775.711425796,-73.9639071050286,40.66011380632
"18194",994567.353820816,179919.961608902,-73.9628129850858,40.6605093928111
"18198",995073.60339357,170013.765625,-73.9610041962087,40.6333184246851
"18199",995036.799011216,170277.757812515,-73.9611363748287,40.6340430720567
"18200",995238.527587891,170757.747009277,-73.960408787914,40.6353602923365
"18201",995483.700988799,170913.038635269,-73.9595251798534,40.6357862272264
"18202",995852.105834991,170732.10723877,-73.9581981351844,40.6352891341957
"18203",995080.880187973,171849.532836929,-73.9609750324608,40.6383572056436
"18204",995162.776428223,171282.93963623,-73.9606808668247,40.6368019278055
"18205",995407.765991256,171436.462829605,-73.9597979067145,40.6372230109808
"18206",995796.006835967,171110.180603042,-73.9583996104139,40.6363269383172
"18207",995719.750427231,171634.605407715,-73.958673471622,40.6377664715341
"18208",995987.640197754,171804.181823745,-73.9577079461691,40.6382315715968
"18209",995211.795410201,172790.787414566,-73.96050179996,40.6409405867724
"18210",995326.29321292,172002.002990738,-73.9600905295624,40.6387754001082
"18211",995523.881408691,172984.376403823,-73.9593769496044,40.6414715552339
"18212",995638.310241699,172195.044006363,-73.9589659618674,40.6393048606919
"18213",995905.291381866,172361.664428741,-73.9580036952734,40.6397618507585
"18214",995112.983215347,173477.462585464,-73.9608567403122,40.6428254842999
"18215",995426.384826645,173662.088195816,-73.9597271351884,40.6433318519175
"18216",995696.548400909,173822.665405273,-73.9587533583604,40.6437722567203
"18217",995792.712829575,173151.708618179,-73.9584079862207,40.6419304999352
"18219",995013.6954346,174168.69158937,-73.9612134072084,40.6447228802049
"18220",995297.418640122,174560.416381866,-73.9601903793872,40.6457977308092
"18221",995345.96502687,174216.293212891,-73.9600160074456,40.6448531263346
"18222",995571.788024932,174681.121582046,-73.9592014807174,40.6461286939936
"18223",995633.730224669,174257.720214844,-73.9589789840301,40.6449664693076
"18225",995911.679199234,174115.686401397,-73.9579776468295,40.6445762555167
"18226",995895.179809585,174380.269226089,-73.9580366449213,40.6453024999669
"18227",995875.520996109,174823.103027359,-73.9581067221943,40.6465180088558
"18228",995145.06640628,175597.461608902,-73.9607377090195,40.6486443841451
"18229",995219.269226104,175087.311584488,-73.9604711357213,40.647244041305
"18230",995443.586242706,175566.680786133,-73.9596619914341,40.6485595251797
"18231",995413.287841812,175784.33782962,-73.959770816684,40.649156984767
"18232",995507.001403823,175129.007812515,-73.9594341944596,40.6473581273608
"18236",995865.924621627,175182.104797378,-73.9581406851113,40.6475034035834
"18237",995832.40838626,175557.106201172,-73.9582608207768,40.6485327450315
"18238",995069.837036178,176121.410583511,-73.9610079708045,40.650082602519
"18239",995018.731384277,176448.437622085,-73.961191620845,40.6509802828899
"18240",995356.014221177,176167.53918457,-73.959976582865,40.6502088612289
"18241",995585.049194336,176872.872436538,-73.9591500103932,40.6521445572088
"18242",995647.568786636,176532.981384307,-73.9589252726126,40.651211550098
"18243",995708.028015152,176232.703002945,-73.9587078988898,40.6503872732805
"18245",995900.586608931,176551.124389648,-73.9580134120318,40.6512610194372
"18246",995131.562622055,177715.291992202,-73.9607829554638,40.6544573837443
"18247",995231.788818374,177022.727783233,-73.9604228689984,40.6525563225756
"18248",995432.913635269,177854.540405288,-73.9596966586305,40.6548392147264
"18249",995535.177185088,177158.344238296,-73.9593292647021,40.6529281787119
"18250",995501.056640685,177394.124633804,-73.9594518386377,40.6535753878162
"18252",995154.96478273,178037.200805664,-73.9606980937958,40.6553409241782
"18253",995280.935607895,178726.192016602,-73.9602429632245,40.6572318978876
"18254",995387.172424331,178144.369201675,-73.9598610317912,40.6556347889372
"18255",995328.281433135,178454.417785659,-73.9600727687296,40.656485878182
"18256",995310.620605454,178555.23443605,-73.9601362547506,40.6567626198389
"18257",995193.128234893,179551.055236816,-73.9605580946502,40.6594960748975
"18259",995181.434631392,179744.618591309,-73.9605999276645,40.6600273780774
"18260",995230.056396484,179032.33001709,-73.9604258405315,40.6580722426499
"18261",995213.84582524,179155.459594741,-73.9604840662344,40.6584102263418
"18262",995203.89843753,179289.983642593,-73.9605197001171,40.6587794775575
"18263",996138.023803741,170774.318420425,-73.9571679114173,40.6354046157817
"18264",996395.13281253,170812.428588867,-73.9562414891935,40.6355088712761
"18265",996652.340393111,170849.108398452,-73.9553147115527,40.6356091931369
"18266",996909.515014678,170886.467224121,-73.9543880486021,40.6357113713283
"18267",996064.126403838,171279.996582046,-73.9574332754932,40.6367926933963
"18268",996228.699401855,171956.523986846,-73.9568391120971,40.6386493955186
"18269",996304.74603276,171430.705017105,-73.9565660451691,40.6372060316722
"18270",996546.110229477,171583.500000015,-73.9556961175619,40.6376250894832
"18271",996507.812988311,171854.234191909,-73.9558336137704,40.6383682500419
"18272",996786.050598159,171735.005615234,-73.9548313116233,40.6380406036704
"18274",996149.067016631,172510.11541748,-73.9571250620976,40.6401689927564
"18275",996398.416992202,172605.902587906,-73.9562264273389,40.6404315694957
"18276",996469.620788589,172108.961425811,-73.95597076355,40.6390674745585
"18278",996540.047241226,172660.971435577,-73.9557160003765,40.640582526274
"18279",996669.276000991,172641.696594253,-73.9552503935977,40.6405294407095
"18280",996803.426025376,172312.051635742,-73.9547676325621,40.6396244468658
"18284",996967.293823287,172314.997802749,-73.9541771804578,40.6396322996941
"18285",996938.406005889,172663.674804717,-73.9542806129962,40.6405893847203
"18286",996054.723388687,173312.564636245,-73.9574635987088,40.6423716697765
"18287",996006.698608398,173428.335388198,-73.9576364464223,40.6426894994637
"18288",996163.942382857,173162.880004883,-73.9570703102168,40.6419606714052
"18289",996343.000427246,173458.17779541,-73.9564245784335,40.6427709576483
"18290",996302.875793472,173938.455810577,-73.9565683038109,40.6440892720317
"18291",996561.414428711,173958.144226104,-73.9556366421216,40.644142956869
"18292",996624.479614288,173199.943420425,-73.955410781707,40.6420617710396
"18293",996601.395629898,173478.84381105,-73.9554934500854,40.6428273248311
"18294",996870.191040069,173500.937011719,-73.9545248417567,40.6428875869764
"18295",996830.870239258,173977.878234878,-73.954665639513,40.6441967438006
"18296",996284.565429688,174145.489440933,-73.9566339145854,40.6446575595872
"18297",996263.499206558,174409.862182647,-73.9567093550794,40.6453832342836
"18299",996543.485595718,174165.893005401,-73.9557008688785,40.6447132073525
"18300",996556.704040572,174864.389038101,-73.9556519624087,40.6466304096422
"18301",996776.710205108,174875.137023941,-73.9548591355445,40.6466596020821
"18302",996812.832214415,174187.661193848,-73.9547302477039,40.6447725783619
"18303",996980.390808135,174885.419006377,-73.9541251391684,40.6466875334601
"18304",996533.013183609,175315.628234893,-73.9557365123294,40.6478689963846
"18305",996525.706787154,175597.720825225,-73.9557623285314,40.6486432894847
